AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
66168;12066168;Kroppen;;;;;;;20;20;0;0;0;85
66176;12066176;Lauchhammer, Stadt;;;;;;;528;465;48;12;3;406
66188;12066188;Lindenau;;;;;;;22;19;3;0;0;231
66196;12066196;Lübbenau/Spreewald, Stadt;;;;;;;661;585;56;17;3;223
66202;12066202;Luckaitztal;;;;;;;28;27;1;0;0;266
66226;12066226;Neu-Seeland;;;;;;;11;11;0;0;0;362
66228;12066228;Neupetershain;;;;;;;31;29;2;0;0;276
66240;12066240;Ortrand, Stadt;;;;;;;123;109;12;2;0;69
66272;12066272;Ruhland, Stadt;;;;;;;162;149;12;1;0;415
66285;12066285;Schipkau;;;;;;;216;192;23;1;0;243
66292;12066292;Schwarzbach;;;;;;;22;21;1;0;0;244
66296;12066296;Schwarzheide, Stadt;;;;;;;254;205;39;9;1;264
66304;12066304;Senftenberg, Stadt;;;;;;;932;798;98;30;6;150
66316;12066316;Tettau;;;;;;;26;25;1;0;0;254
66320;12066320;Vetschau/Spreewald, Stadt;;;;;;;331;295;30;4;2;338
67024;12067024;Bad Saarow;;;;;;;294;276;11;6;1;60
67036;12067036;Beeskow, Stadt;;;;;;;426;380;35;10;1;344
67040;12067040;Berkenbrück;;;;;;;33;31;2;0;0;322
67072;12067072;Briesen (Mark);;;;;;;85;80;4;1;0;288
67076;12067076;Brieskow-Finkenheerd;;;;;;;89;82;7;0;0;126
67112;12067112;Diensdorf-Radlow;;;;;;;15;13;2;0;0;34
67120;12067120;Eisenhüttenstadt, Stadt;;;;;;;963;816;102;40;5;353
67124;12067124;Erkner, Stadt;;;;;;;464;425;31;8;0;391
67137;12067137;Friedland, Stadt;;;;;;;132;126;6;0;0;350
67144;12067144;Fürstenwalde/Spree, Stadt;;;;;;;1314;1142;125;41;6;249
67173;12067173;Gosen-Neu Zittau;;;;;;;178;168;9;1;0;108
67180;12067180;Groß Lindow;;;;;;;55;55;0;0;0;274
67201;12067201;Grünheide (Mark);;;;;;;348;313;25;7;3;228
67205;12067205;Grunow-Dammendorf;;;;;;;20;20;0;0;0;401
67237;12067237;Jacobsdorf;;;;;;;85;73;11;1;0;127
67288;12067288;Langewahl;;;;;;;24;23;1;0;0;333
67292;12067292;Lawitz;;;;;;;16;16;0;0;0;280
67324;12067324;Mixdorf;;;;;;;32;31;1;0;0;318
67336;12067336;Müllrose, Stadt;;;;;;;189;165;22;1;1;334
67338;12067338;Neißemünde;;;;;;;44;42;2;0;0;380
67357;12067357;Neuzelle;;;;;;;137;122;14;1;0;384
67397;12067397;Ragow-Merz;;;;;;;8;8;0;0;0;349
67408;12067408;Rauen;;;;;;;59;57;2;0;0;267
67413;12067413;Reichenwalde;;;;;;;47;42;5;0;0;376
67426;12067426;Rietz-Neuendorf;;;;;;;153;143;7;3;0;331
67438;12067438;Schlaubetal;;;;;;;43;42;1;0;0;395
67440;12067440;Schöneiche bei Berlin;;;;;;;641;603;37;1;0;379
67458;12067458;Siehdichum;;;;;;;44;43;1;0;0;61
67469;12067469;Spreenhagen;;;;;;;151;135;16;0;0;53
67473;12067473;Steinhöfel;;;;;;;126;115;11;0;0;291
67481;12067481;Storkow (Mark), Stadt;;;;;;;420;378;35;7;0;248
67493;12067493;Tauche;;;;;;;162;152;10;0;0;275
67508;12067508;Vogelsang;;;;;;;16;15;1;0;0;341
67520;12067520;Wendisch Rietz;;;;;;;91;83;8;0;0;170
67528;12067528;Wiesenau;;;;;;;56;52;4;0;0;323
67544;12067544;Woltersdorf;;;;;;;410;389;19;2;0;411
67552;12067552;Ziltendorf;;;;;;;45;43;2;0;0;285
68052;12068052;Breddin;;;;;;;33;31;2;0;0;162
68072;12068072;Dabergotz;;;;;;;16;14;2;0;0;97
68109;12068109;Dreetz;;;;;;;37;36;1;0;0;141
68117;12068117;Fehrbellin;;;;;;;379;340;32;7;0;114
68181;12068181;Heiligengrabe;;;;;;;153;131;16;5;1;195
68188;12068188;Herzberg (Mark);;;;;;;27;24;3;0;0;303
68264;12068264;Kyritz, Stadt;;;;;;;506;449;47;9;1;377
68280;12068280;Lindow (Mark), Stadt;;;;;;;147;135;10;2;0;301
68306;12068306;Märkisch Linden;;;;;;;50;40;7;3;0;177
68320;12068320;Neuruppin, Stadt;;;;;;;1393;1202;134;54;3;404
68324;12068324;Neustadt (Dosse), Stadt;;;;;;;165;147;15;3;0;72
68353;12068353;Rheinsberg, Stadt;;;;;;;393;357;28;8;0;426
68372;12068372;Rüthnick;;;;;;;13;13;0;0;0;75
68409;12068409;Sieversdorf-Hohenofen;;;;;;;25;24;1;0;0;226
68413;12068413;Storbeck-Frankendorf;;;;;;;11;11;0;0;0;46
68417;12068417;Stüdenitz-Schönermark;;;;;;;24;23;1;0;0;259
68425;12068425;Temnitzquell;;;;;;;26;26;0;0;0;205
68426;12068426;Temnitztal;;;;;;;37;31;6;0;0;213
68437;12068437;Vielitzsee;;;;;;;20;19;1;0;0;87
68452;12068452;Walsleben;;;;;;;36;31;4;1;0;218
68468;12068468;Wittstock/Dosse, Stadt;;;;;;;664;580;74;10;0;157
68477;12068477;Wusterhausen/Dosse;;;;;;;224;210;10;4;0;403
68501;12068501;Zernitz-Lohm;;;;;;;36;35;1;0;0;112
69017;12069017;Beelitz, Stadt;;;;;;;568;513;45;9;1;37
69018;12069018;Beetzsee;;;;;;;108;102;6;0;0;221
69019;12069019;Beetzseeheide;;;;;;;26;25;1;0;0;219
69020;12069020;Bad Belzig, Stadt;;;;;;;557;498;51;7;1;237
69028;12069028;Bensdorf;;;;;;;46;45;1;0;0;149
69052;12069052;Borkheide;;;;;;;99;89;8;2;0;86
69056;12069056;Borkwalde;;;;;;;45;45;0;0;0;136
69076;12069076;Brück, Stadt;;;;;;;172;156;13;3;0;99
69089;12069089;Buckautal;;;;;;;13;13;0;0;0;122
69216;12069216;Golzow;;;;;;;72;69;3;0;0;182
69224;12069224;Görzke;;;;;;;67;62;5;0;0;144
69232;12069232;Gräben;;;;;;;18;17;1;0;0;49
69249;12069249;Groß Kreutz (Havel);;;;;;;339;320;18;0;1;77
69270;12069270;Havelsee, Stadt;;;;;;;126;121;5;0;0;220
69304;12069304;Kleinmachnow;;;;;;;1033;954;62;16;1;292
69306;12069306;Kloster Lehnin;;;;;;;520;467;44;8;1;16
69345;12069345;Linthe;;;;;;;67;55;8;4;0;145
69397;12069397;Michendorf;;;;;;;597;555;36;6;0;240
69402;12069402;Mühlenfließ;;;;;;;40;37;2;1;0;252
69448;12069448;Niemegk, Stadt;;;;;;;117;101;13;3;0;74
69454;12069454;Nuthetal;;;;;;;399;369;25;4;1;48
69460;12069460;Päwesin;;;;;;;28;27;1;0;0;152
69470;12069470;Planebruch;;;;;;;39;37;2;0;0;15
69474;12069474;Planetal;;;;;;;48;46;2;0;0;76
69485;12069485;Rabenstein/Fläming;;;;;;;30;30;0;0;0;185
69537;12069537;Rosenau;;;;;;;23;22;1;0;0;175
69541;12069541;Roskow;;;;;;;38;36;2;0;0;151
69590;12069590;Schwielowsee;;;;;;;493;453;36;4;0;421
69596;12069596;Seddiner See;;;;;;;163;139;20;2;2;230
69604;12069604;Stahnsdorf;;;;;;;876;827;34;13;2;101
69616;12069616;Teltow, Stadt;;;;;;;1094;962;101;27;4;116
69632;12069632;Treuenbrietzen, Stadt;;;;;;;343;301;37;4;1;83
69648;12069648;Wenzlow;;;;;;;19;19;0;0;0;94
69656;12069656;Werder (Havel), Stadt;;;;;;;1156;1044;91;21;0;206
69665;12069665;Wiesenburg/Mark;;;;;;;185;165;18;2;0;102
69680;12069680;Wollin;;;;;;;32;28;4;0;0;215
69688;12069688;Wusterwitz;;;;;;;117;113;4;0;0;201
69696;12069696;Ziesar, Stadt;;;;;;;130;112;16;2;0;167
70008;12070008;Bad Wilsnack, Stadt;;;;;;;155;132;16;6;1;25
70028;12070028;Berge;;;;;;;31;30;1;0;0;131
70052;12070052;Breese;;;;;;;53;51;2;0;0;104
70060;12070060;Cumlosen;;;;;;;30;28;2;0;0;65
70096;12070096;Gerdshagen;;;;;;;18;16;2;0;0;314
70125;12070125;Groß Pankow (Prignitz);;;;;;;112;103;7;2;0;194
70145;12070145;Gülitz-Reetz;;;;;;;16;15;1;0;0;247
70149;12070149;Gumtow;;;;;;;129;125;3;1;0;241
70153;12070153;Halenbeck-Rohlsdorf;;;;;;;17;17;0;0;0;374
70173;12070173;Karstädt;;;;;;;264;235;23;6;0;156
70222;12070222;Kümmernitztal;;;;;;;8;8;0;0;0;309
70236;12070236;Lanz;;;;;;;28;25;3;0;0;166
70241;12070241;Legde/Quitzöbel;;;;;;;23;23;0;0;0;158
70244;12070244;Lenzen (Elbe), Stadt;;;;;;;122;114;7;1;0;169
70246;12070246;Lenzerwische;;;;;;;17;17;0;0;0;159
70266;12070266;Marienfließ;;;;;;;28;26;2;0;0;171
70280;12070280;Meyenburg, Stadt;;;;;;;120;108;9;2;1;310
70296;12070296;Perleberg, Stadt;;;;;;;673;587;75;9;2;105
70300;12070300;Pirow;;;;;;;18;17;1;0;0;125
70302;12070302;Plattenburg;;;;;;;111;101;8;2;0;32
70316;12070316;Pritzwalk, Stadt;;;;;;;612;513;79;18;2;196
70325;12070325;Putlitz, Stadt;;;;;;;113;107;5;1;0;305
70348;12070348;Rühstädt;;;;;;;18;16;2;0;0;68
70393;12070393;Triglitz;;;;;;;14;14;0;0;0;130
70416;12070416;Weisen;;;;;;;38;33;3;2;0;64
70424;12070424;Wittenberge, Stadt;;;;;;;730;636;78;14;2;31
71028;12071028;Briesen;;;;;;;24;24;0;0;0;339
71032;12071032;Burg (Spreewald);;;;;;;317;290;23;4;0;330
71041;12071041;Dissen-Striesow;;;;;;;24;23;1;0;0;41
71044;12071044;Döbern, Stadt;;;;;;;149;137;9;3;0;326
71052;12071052;Drachhausen;;;;;;;30;29;1;0;0;315
71057;12071057;Drebkau, Stadt;;;;;;;199;180;18;1;0;358
71060;12071060;Drehnow;;;;;;;15;15;0;0;0;299
71074;12071074;Felixsee;;;;;;;61;60;1;0;0;316
71076;12071076;Forst (Lausitz), Stadt;;;;;;;752;680;62;9;1;393
71153;12071153;Groß Schacksdorf-Simmersdorf;;;;;;;28;26;2;0;0;319
71160;12071160;Guben, Stadt;;;;;;;685;606;63;12;4;279
71164;12071164;Guhrow;;;;;;;29;27;1;1;0;371
71176;12071176;Heinersbrück;;;;;;;18;17;1;0;0;386
71185;12071185;Hornow-Wadelsdorf;;;;;;;26;24;2;0;0;298
71189;12071189;Jämlitz-Klein Düben;;;;;;;10;10;0;0;0;332
71193;12071193;Jänschwalde;;;;;;;47;44;3;0;0;26
71244;12071244;Kolkwitz;;;;;;;542;483;55;4;0;367
71294;12071294;Neiße-Malxetal;;;;;;;47;45;2;0;0;328
71301;12071301;Neuhausen/Spree;;;;;;;198;190;8;0;0;385
71304;12071304;Peitz, Stadt;;;;;;;247;208;30;6;3;297
71337;12071337;Schenkendöbern;;;;;;;139;131;8;0;0;364
71341;12071341;Schmogrow-Fehrow;;;;;;;25;24;1;0;0;57
71372;12071372;Spremberg, Stadt;;;;;;;980;852;100;24;4;336
71384;12071384;Tauer;;;;;;;24;21;3;0;0;313
71386;12071386;Teichland;;;;;;;49;46;3;0;0;394
71392;12071392;Tschernitz;;;;;;;42;39;2;1;0;335
71401;12071401;Turnow-Preilack;;;;;;;34;33;0;1;0;300
71408;12071408;Welzow, Stadt;;;;;;;114;97;15;2;0;337
71412;12071412;Werben;;;;;;;53;50;3;0;0;58
71414;12071414;Wiesengrund;;;;;;;31;29;2;0;0;392
72002;12072002;Am Mellensee;;;;;;;286;266;15;5;0;142
72014;12072014;Baruth/Mark, Stadt;;;;;;;190;167;18;3;2;107
72017;12072017;Blankenfelde-Mahlow;;;;;;;1079;973;88;16;2;164
72053;12072053;Dahme/Mark, Stadt;;;;;;;236;217;14;5;0;79
72055;12072055;Dahmetal;;;;;;;11;11;0;0;0;82
72120;12072120;Großbeeren;;;;;;;444;355;64;22;3;165
72157;12072157;Ihlow;;;;;;;27;26;1;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;601;534;64;3;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;877;767;83;24;3;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;1027;874;117;29;7;163
72297;12072297;Niedergörsdorf;;;;;;;189;171;16;2;0;179
72298;12072298;Niederer Fläming;;;;;;;111;101;10;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;242;229;12;1;0;27
72340;12072340;Rangsdorf;;;;;;;402;364;27;9;2;207
72426;12072426;Trebbin, Stadt;;;;;;;475;423;49;3;0;20
72477;12072477;Zossen, Stadt;;;;;;;829;762;57;9;1;172
73008;12073008;Angermünde, Stadt;;;;;;;558;511;38;9;0;133
73032;12073032;Berkholz-Meyenburg;;;;;;;56;50;6;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;129;115;13;1;0;413
73085;12073085;Brüssow, Stadt;;;;;;;60;57;3;0;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;18;17;1;0;0;307
73097;12073097;Casekow;;;;;;;52;47;3;2;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;18;17;1;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;76;70;5;1;0;304
73201;12073201;Gerswalde;;;;;;;64;60;3;1;0;63
73216;12073216;Göritz;;;;;;;19;15;2;2;0;302
73225;12073225;Gramzow;;;;;;;72;68;3;1;0;308
73261;12073261;Grünow;;;;;;;21;20;0;0;1;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;8;6;1;0;1;428
73384;12073384;Lychen, Stadt;;;;;;;158;149;9;0;0;414
73386;12073386;Mark Landin;;;;;;;20;18;2;0;0;224
73393;12073393;Mescherin;;;;;;;11;9;2;0;0;366
73396;12073396;Milmersdorf;;;;;;;38;31;6;1;0;427
73404;12073404;Mittenwalde;;;;;;;9;9;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;129;122;6;1;0;368
73430;12073430;Oberuckersee;;;;;;;58;51;6;1;0;295
73440;12073440;Pinnow;;;;;;;44;39;2;2;1;250
73452;12073452;Prenzlau, Stadt;;;;;;;846;705;113;27;1;129
73458;12073458;Randowtal;;;;;;;22;21;1;0;0;369
73490;12073490;Schenkenberg;;;;;;;62;54;5;3;0;306
73505;12073505;Schöneberg;;;;;;;21;20;1;0;0;351
73520;12073520;Schönfeld;;;;;;;20;20;0;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;983;810;127;42;4;425
73565;12073565;Tantow;;;;;;;22;20;2;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;25;23;1;1;0;14
73572;12073572;Templin, Stadt;;;;;;;749;670;64;14;1;424
73578;12073578;Uckerfelde;;;;;;;25;24;1;0;0;375
73579;12073579;Uckerland;;;;;;;63;58;5;0;0;42
73603;12073603;Passow;;;;;;;42;38;4;0;0;54
73645;12073645;Zichow;;;;;;;7;7;0;0;0;294
